,supplier_name,address,lat,lng,country,region
530,RR Donnelley & Sons Company,"495-35 Hane, Hagiwara-cho, Gero, Gifu, Japan",35.8058817,137.2441002,Japan,Gifu Prefecture
531,RR Donnelley & Sons Company,"No. 128 Chensong Road, Kunshan High and New Technology Industrial Development Zone, Kunshan, Jiangsu, China",31.3560216,120.8718321,China,Jiangsu Sheng
532,SABIC Innovative Plastics,"1 Lexan Lane, Mt. Vernon, Indiana, USA",37.9052716,-87.9334228,United States,Indiana
533,SABIC Innovative Plastics,"No. 1 Sulia Road, Nansha, Panyu District, Guangzhou, Guangdong, China",22.7030816,113.5356719,China,Guangdong Sheng
534,SABIC Innovative Plastics,"No. 56 Aidu Road, Waigaoqiao Free Trade Zone, Shanghai, China",31.349964,121.588425,China,
535,Salcomp Plc,"Salcomp Road No. 69 Furong Industrial Area Xinqiao, Shajing, Bao’an District, Shenzhen, Guangdong, China",28.740776,109.947653,China,Hunan
536,Salcomp Plc,"Avenida dos Oitis, 4145, Distrito Industrial, Manaus, Brazil",-3.0951203,-59.9362745,Brazil,Amazonas
537,Salcomp Plc,"Avenue Acai Number 875, Distrito Industrial, Manaus, Brazil",-3.125498,-59.983557,Brazil,Amazonas
538,Salcomp Plc,"Nokia Telecom SEZ, SIPCOT Industrial Park, Sriperumbudur, Chennai, Tamilnadu, India",12.9477852,79.9353299,India,Tamil Nadu
539,Salcomp Plc,"Junction of 6th West Road and 9th West Road, West River Industrial Park, Guigang, Guangxi, China",23.11153,109.598926,China,Guangxi
540,"Samsung Electronics Co., Ltd.","Samsung Street 181, Tangjeong-Myeon, Asan, Chungcheongnam-do, Korea",36.814496,127.0645237,South Korea,Chungcheongnam-do
541,"Samsung Electronics Co., Ltd.","465 Beonyeong-ro, Seobuk-gu, Cheonan, Chungcheongnam-do, Korea",36.8785965,127.143142,South Korea,Chungcheongnam-do
542,"Samsung Electronics Co., Ltd.","318 Fang Zhou Road, Suzhou Industrial park, Suzhou, Jiangsu, China",31.3161218,120.7712386,China,Jiangsu Sheng
543,"Samsung Electronics Co., Ltd.","12100 Samsung Blvd. (Cu FAB 3F), Austin, Texas, USA",30.3747879,-97.6375267,United States,Texas
544,"Samsung Electronics Co., Ltd.","No. 158 Baebang-Ro Baebang-eup, Asan, Chungcheongnam-do, Korea",36.7660129,127.062473,South Korea,Chungcheongnam-do
545,"Samsung Electronics Co., Ltd.","1 Samsung-ro, Giheung-gu, Yongin, Gyeonggi-Do, Korea",37.2282712,127.073071,South Korea,Gyeonggi-do
546,"Samsung Electronics Co., Ltd.","San #16 Banwol-dong, Hwaseong, Gyeonggi-Do, Korea",37.2391824,127.06565,South Korea,Gyeonggi-do
547,"Samsung Electronics Co., Ltd.","No. 337 Felingli Street, Suzhou Industrial Park, Suzhou, Jiangsu, China",31.298974,120.585289,China,Jiangsu
548,"Samsung Electronics Co., Ltd.","Yen Phong Industrial Zo Yen Trung commune, Yen Phong district, Bac Ninh, Vietnam",21.2008486,105.9861042,Vietnam,Bắc Ninh
549,"Samsung SDI. Co., Ltd.","Hengkeng Management Area Liaobu Town, Dongguan, Guangdong, China",23.025024,113.826232,China,Guangdong
550,"Samsung SDI. Co., Ltd.","333 Noksansaneopjung Road, Kanggeo-gu, Busan, Korea",35.1795543,129.0756416,South Korea,Busan
551,"Samsung SDI. Co., Ltd.","No. 1 Weisan Road, Micro-Electronics Industrial Park, Xiqing District, Tianjin, China",39.005465,117.244017,China,Tianjin Shi
552,"Samsung SDI. Co., Ltd.","27 Heiniucheng Road, Tianjin, China",39.079601,117.234415,China,Tianjin Shi
553,"Samsung SDI. Co., Ltd.","No. 1 Qingling Road, Yat-Sen, Scientific Industrial Park, Wuqing Development Zone, Tianjin, China",39.407777,117.027553,China,Tianjin Shi
554,"Samsung SDI. Co., Ltd.","508 Seongseong-Dong, Seobuk-Gu, Cheon An, Chungcheongbuk-Do, Korea",36.8429508,127.115978,South Korea,Chungcheongnam-do
555,Seagate Technology LLC,"90 Moo 9, Tampol Sungnoen, Sungnoen, Nakhon Ratchasima, Thailand",14.8641233,101.8435568,Thailand,Nakhon Ratchasima
556,Seiko Advance Ltd.,"1575 Negane, Hasuda, Saitama, Japan",36.0198171,139.6402481,Japan,Saitama Prefecture
557,"Sekisui Chemical Co., Ltd.","No. 718 Guangzhong Road, Xinzhuang Industry Park, Minhang, Shanghai, China",31.07015599999999,121.380892,China,Shanghai Shi
558,"Seoul Semiconductor Co., Ltd.","1B-92 Lot, Wonsi-dong, Danwon-gu, Ansan, Gyeonggi-Do, Korea",37.3130907,126.7813297,South Korea,Gyeonggi-do
559,Shandong Innovation Group,"East End of Huixian 4th Road, Gaoxin Subdistrict, ZouPing, Shandong, China",36.9003638,117.7903773,China,Shandong Sheng
560,Shanghai Industrial Holdings Ltd.,"No. 88 Jinying Road, Zhao Town, Jintang County, Chengdu, Sichuan, China",30.8497485,104.3869276,China,Sichuan Sheng
561,Shanghai Industrial Holdings Ltd.,"No. 9 Taidong Road, Zhuhai Economic Park, Jiaonan District, Qingdao, Shandong, China",35.8667782,120.0097295,China,Shandong Sheng
562,Shanghai Industrial Holdings Ltd.,"Qiaotou Village, Dalun Town, Jiangyan, Jiangsu, China",32.5476451,120.0742581,China,Jiangsu Sheng
563,Shanghai Industrial Holdings Ltd.,"The Intersection Of Wenming Road and Zhujiang Road, Huaxian New District, Zhengzhou, Henan, China",34.768262,113.770298,China,
564,Sharp Corp.,"646-7 Shiraki Isshiki, Seki-cho, Kameyama, Mie, Japan",34.8491823,136.3945435,Japan,
565,Sharp Corp.,"No. 7 VSIP II, Street 7, Vietnam-Singapore Park II, Hoa Phu Ward, Ho Chi Minh, Binh Duong, Vietnam",11.3254024,106.477017,Vietnam,Binh Duong
566,Sharp Corp.,"464 Kohgawa, Shiraki-cho, Kameyama, Mie, Japan",34.8766583,136.4148794,Japan,Mie Prefecture
567,Sharp Corp.,"No. 21 Zhujiang Road, Wuxi National High and New Tech Industrial Development Zone, Wuxi, Jiangsu, China",31.527161,120.364441,China,Jiangsu Sheng
568,Sharp Corp.,"A2 Facility, B22 -A Land Plot, Wuxi National High and New Tech Industrial Development Zone, Wuxi, Jiangsu, China",31.491169,120.31191,China,Jiangsu
569,"Shenzhen Desay Battery Technology Co., Ltd.","Huizhou Zhongkai Hightech Industrial Development Zone, Huizhou, Guangdong, China",23.114234,114.424548,China,Guangdong Sheng
570,"Shenzhen Desay Battery Technology Co., Ltd.","No. 6 Zhongkai Hightech Industrial Development Zone, Huizhou, Guangdong, China",23.028313,114.35032,China,Guangdong
571,"Shenzhen Fortunta Technology Co., Ltd.","NiuJiaoLong, TianRun Industrial Park, Zhangkengjing, Guanlan, Bao’an District, Shenzhen, Guangdong, China",22.682554,114.074168,China,Guangdong
572,"Shenzhen O-Film Tech Co., Ltd.","No. 7 Shenzhou Road, Science Park of GETDD, Guangzhou, Guangdong, China",23.162433,113.437224,China,Guangdong Sheng
573,"Shenzhen O-Film Tech Co., Ltd.","O-film Industrial Park, Rule lake Avenue, Linkong Economic Development Zone, NanChang, Jiangxi, China",28.682892,115.858197,China,Jiangxi
574,"Shenzhen Sunway Communication Co., Ltd.","No. 1013 Xihuan Road, Shajing Town, Bao’an District, Shenzhen, Guangdong, China",22.720595,113.829667,China,Guangdong
575,"Shenzhen Sunway Communication Co., Ltd.","No. 14 Jinxiu Street, BDA, Beijing, China",39.787952,116.526299,China,Beijing Shi
576,"Shenzhen YUTO Packaging Technology Co., Ltd.","No. 682 ChongAn Road, Economic Development Zone, Chong Zhou City, Chengdu, Sichuan, China",30.6217803,103.7054896,China,Sichuan Sheng
577,"Shenzhen YUTO Packaging Technology Co., Ltd.","No. 1 Shihuan Road, Shuitian Industrial Area, Shilongzai, Shiyan Town, Shenzhen, Guangdong, China",22.706473,113.966807,China,Guangdong Sheng
578,"Shenzhen YUTO Packaging Technology Co., Ltd.","No. 468 LuChang Road, ShiPu District, QianDeng Town, Kunshan, Jiangsu, China",31.2239269,121.0463205,China,Jiangsu Sheng
579,"Shenzhen YUTO Packaging Technology Co., Ltd.","Que Vo Industrial Park, Phuong Lieu Ward, Bac Ninh, Vietnam",21.1530025,106.11399,Vietnam,Bắc Ninh
580,"Shenzhen YUTO Packaging Technology Co., Ltd.","Industry Hatch Area, Zhongduan Industry Cluster District, Weiwu Road, Changge, Henan, China",34.182542,113.8047065,China,Henan Sheng
581,"Shenzhen YUTO Packaging Technology Co., Ltd.","No. 190 Gongxiang Road, Qiandeng Town, Kunshan, Jiangsu, China",31.268047,121.004054,China,Jiangsu
582,"Shenzhen YUTO Packaging Technology Co., Ltd.","No. 125 Lianhe Road, Qiandeng Town, Kunshan, Jiangsu, China",31.265162,121.026285,China,Jiangsu Sheng
583,"Shenzhen YUTO Packaging Technology Co., Ltd.","Plot No. 56 &57 , Bommasandra-Jigani Link Road Induatrial Area, Bandenallasandra Village, Jigani Hobli, Anekal Taluk , Bangalore Urban District, Bangalore, Karnataka, India",12.7801221,77.64522459999999,India,Karnataka
584,"Shin Zu Shing Co., Ltd.","No. 174 Jyunying Street, Shulin District, Taipei, Taiwan",24.9815605,121.4198606,Taiwan,New Taipei City
585,"Simplo Technology Co., Ltd.","No. 2 Dongnan Avenue, Changshu, Jiangsu, China",31.603577,120.825165,China,Jiangsu Sheng
586,SK Hynix Inc.,"V2-4/02 Plot, Xiyong Comprehensive Bonded Area. B zone, Shapingba, Chongqing, China",29.600238,106.374496,China,Chongqing Shi
587,SK Hynix Inc.,"215 Daesin-ro, Heungdeok-gu, Cheongju, Chungcheongbuk-Do, Korea",36.6519908,127.4308588,South Korea,Chungcheongbuk-do
588,SK Hynix Inc.,"Lot K7, Wuxi Export Processing Zone, Wuxi, Jiangsu, China",31.5388079,120.3808345,China,Jiangsu Sheng
589,SK Hynix Inc.,"2091 Gyeongchung-daero, Bubal-eub, Icheon, Gyeonggi-Do, Korea",37.250125,127.4834936,South Korea,Gyeonggi-do
590,Skyworks Solutions Inc.,"3 Bedok South Road, Singapore",1.3205285,103.9285312,Singapore,
591,Skyworks Solutions Inc.,"1006 Kadoma, Kadoma, Osaka, Japan",34.7385063,135.5737861,Japan,Osaka Prefecture
592,Skyworks Solutions Inc.,"1-2-150 Hirabayashi-Kita, Osaka, Japan",34.7053617,135.5100252,Japan,Osaka Prefecture
593,Skyworks Solutions Inc.,"2427 West Hillcrest Drive, Newbury Park, California, USA",34.1869454,-118.9278259,United States,California
594,Skyworks Solutions Inc.,"Calzada Gomez Morin 1690, Col. Rivera CP, Mexicali, Baja California, Mexico",32.6353959,-115.4149712,Mexico,Baja California
595,Skyworks Solutions Inc.,"No. 6 Da-Li 1st Road, Tainan Science-Based Industrial Park, Hsin-shi, Tainan, Taiwan",22.9997281,120.2270277,Taiwan,Tainan City
596,Skyworks Solutions Inc.,"20 Sylvan Road, Woburn, Massachusetts, USA",42.4993304,-71.1645583,United States,Massachusetts
597,SMK Corp.,"1-1 Yasuuchi, Yatsuo-Machi, Toyama, Japan",36.61103,137.137439,Japan,Toyama Prefecture
598,SMK Corp.,"1st East Turning, Zhenxing Road, Gaobu Town, Dongguan, Guangdong, China",23.0742459,113.7243012,China,Guangdong Sheng
599,SMK Corp.,"1-5 Floor, Section 3 Bldg 1, Honghualing Industrial South area, Xili Town, Nanshan District, Shenzhen, Guangdong, China",22.581996,113.960769,China,Guangdong Sheng
600,SMK Corp.,"20-9 Ishi, Juo-Cho, Hitachi, Ibaraki, Japan",36.671375,140.68598,Japan,
601,"Solvay Specialty Polymers USA, LLC","17005 State Route 7, Marietta, Ohio, USA",39.3719667,-81.5149862,United States,Ohio
602,"Solvay Specialty Polymers USA, LLC","Jiangsu High-Tech Fluorochemical Industrial Park, Haiyu Town, Changshu, Jiangsu, China",31.650448,120.758775,China,Jiangsu Sheng
603,"Solvay Specialty Polymers USA, LLC","Industriepark de Bruwaan 9, 9700, Oudenaarde, Belgium",50.85938489999999,3.5886604,Belgium,Vlaanderen
604,Sony Corp.,"1883-43 Tsukubamachi, Isahaya, Nagasaki, Japan",32.8194921,130.0019802,Japan,Nagasaki Prefecture
605,Sony Corp.,"1-11-73 Takarada, Tsuruoka, Yamagata, Japan",38.7447786,139.8364376,Japan,Yamagata-ken
606,Sony Corp.,"5-1 Noguchi Kita, Kokubu, Kirishima-shi, Kagoshima, Japan",31.7435904,130.7634201,Japan,
607,STMicroelectronics N.V.,"Industry Road, Kirkop, Malta",35.8476653,14.4847012,Malta,
608,STMicroelectronics N.V.,"Via C. Olivetti 2, Agrate, Brianza, Italy",45.5717962,9.3636238,Italy,Lombardia
609,STMicroelectronics N.V.,"850 rue Jean Monnet, Crolles, France",45.26710689999999,5.8844946,France,Auvergne-Rhône-Alpes
610,STMicroelectronics N.V.,"190 Avenue Celestin Coq Zone Industrielle, Rousset, France",43.4737301,5.6049479,France,Provence-Alpes-Côte d'Azur
611,STMicroelectronics N.V.,"16 Tao Hua Road, Futian Free Trade Zone, Shenzhen, Guangdong, China",22.502516,114.051276,China,广东省
612,STMicroelectronics N.V.,"No. 9 Mountain Drive, Light Industry & Science Park II, La Mesa, Calamba, Laguna, Philippines",14.1912913,121.1517774,Philippines,
613,STMicroelectronics N.V.,"Industrial center Muar, Tanjong Agas Industrial Area PO Box 28, 84007, Muar, Johor, Malaysia",2.052722,102.5629092,Malaysia,Johor
614,STMicroelectronics N.V.,"629 Lorong 4/6, Toa Payoh, Singapore",1.3319424,103.8517287,Singapore,
615,Stora Enso,"No. 1299 Feng’an Road, Qian’an, Hebei, China",39.998934,118.719439,China,Hebei Sheng
616,Stora Enso,"LvHua North Road, DiYong Village, Gaobu Town, Dongguan, Guangdong, China",23.0894274,113.7326964,China,Guangdong Sheng
617,Stora Enso,"No. 28 Wuyi Road, Jiashan, Zhejiang, China",30.8489719,120.9679842,China,Zhejiang Sheng
618,Sumida Corp.,"Tai Xin Road, Humen Town, Dongguan, Guangdong, China",22.761241,114.098474,China,Guangdong Sheng
619,Sumida Corp.,"Electronic Information Industrial Pioneer Park, Deshan Economic Development District, changde, Hunan, China",28.95634,111.694586,China,Hunan Sheng
620,"Sumitomo Chemical Co., Ltd.","1-1 Ooe, Niihama, Ehime, Japan",33.96028950000001,133.2833512,Japan,Ehime Prefecture
621,"Sumitomo Chemical Co., Ltd.","61 Xinmei Road, Bin Hu Qu, Wuxi, Jiangsu, China",31.50379,120.411766,China,Jiangsu Sheng
622,Sumitomo Electric Industries Ltd.,"C-6 Thsnh Long Industrial Park, Dong Anh District, Hanoi, Vietnam",21.1238301,105.7777442,Vietnam,Hanoi
623,Sumitomo Electric Industries Ltd.,"Light Industry & Science Park, 1 Special Export Processing Zone, Bo. Diezmo., Cabuyao, Laguna, Philippines",14.2400633,121.1017602,Philippines,
624,Sumitomo Electric Industries Ltd.,"Bldg B, No. 20 Song Tang Road, Tong Fu Yu Industrial Area, Tang Xia Chong, Songgang, Bao’an, Shenzhen, Guangdong, China",22.7997344,113.8451126,China,Guangdong Sheng
625,Sumitomo Electric Industries Ltd.,"30 Hinokigaoka, Minakuchi-Cho, Kouga-shi, Shiga, Japan",34.99542,136.1571345,Japan,Shiga Prefecture
626,"Sunonwealth Electric Machine Industry Co., Ltd.","168 Nanbang Road, Kunshan, Jiangsu, China",31.392291,121.007881,China,Jiangsu Sheng
627,Sunrex Technology Corp.,"No. 508 Guo Dao Road, Fenhu Economic Development Zone, Luxu Town, Wujiang, Jiangsu, China",31.056198,120.8502212,China,Jiangsu Sheng
628,"Sunwoda Electronics Co., Ltd.","No. 2 Yihe Road, Shilong Community, Shiyan Street, Bao’an District, Shenzhen, Guangdong, China",22.7678471,113.8489447,China,Guangdong Sheng
629,"Suzhou Anjie Technology Co., Ltd.","No. 8 Fujin Road, Guangfu Town, Wuzhong District, Suzhou, Jiangsu, China",31.277928,120.402331,China,Jiangsu Sheng
630,"Suzhou Dongshan Precision Manufacturing Co., Ltd.","No. 88 Tang Dong Road, South Yin Zhong Road, River Eastern Industrial Park, Wuzhong Economic Development Zone, Suzhou, Jiangsu, China",31.264212,120.631898,China,Jiangsu
631,"Suzhou Dongshan Precision Manufacturing Co., Ltd.","No. 68 Nanhu Road, Dongwu Industrial Park, Wuzhong Economic Development Zone, Suzhou, Jiangsu, China",31.230859,120.645516,China,Jiangsu Sheng
632,"Suzhou Dongshan Precision Manufacturing Co., Ltd.","No. 328 Suwang Road, Wuzhong District, Suzhou, Jiangsu, China",31.187408,120.553305,China,Jiangsu Sheng
633,"Suzhou Dongshan Precision Manufacturing Co., Ltd.","No. 3019 Haizang West Road, Luzhi Town, Wuzhong District, Suzhou, Jiangsu, China",31.2694347,120.8580897,China,Jiangsu Sheng
634,"Suzhou Zhongjiemai Panel Industry Technology Co., Ltd.","No. 2006 East Taihu Road, Hengjing Street, WuZhong District, Suzhou, Jiangsu, China",31.180557,120.551855,China,Jiangsu Sheng
635,Swiftronic Holding Pte. Ltd.,"Yi He Road, No. 2 Shi Yan Street, Bao’an, Shenzhen, Guangdong, China",22.671905,113.94081,China,Guangdong
636,Swiftronic Holding Pte. Ltd.,"D Building, No. 875 Qiuxing Road, NiCheng Industrial Park, LinGang, Puding, Shanghai, China",30.9137275,121.7956481,China,Shanghai Shi
637,"Taishan City Kam Kiu Aluminium Extrusion Co., Ltd.","Shiqiao Industrial zone, Dajiang Town, Taishan, Guangdong, China",22.251924,112.794065,China,Guangdong
638,"Taiwan Hodaka Technology Co., Ltd.","No. 2, Huandong Road, Sec. 1, Sinshih District, Tainan, Taiwan",23.1052986,120.2840219,Taiwan,Tainan City
639,"Taiwan Semiconductor Manufacturing Co., Ltd. (TSMC)","5509 NW Parker Street, Camas, Washington, USA",45.6195611,-122.455455,United States,Washington
640,"Taiwan Semiconductor Manufacturing Co., Ltd. (TSMC)","Fab 12, No. 8, Li-Hsin Road VI, Hsinchu Science Park, Hsinchu, Taiwan",24.7823005,121.0062859,Taiwan,
641,"Taiwan Semiconductor Manufacturing Co., Ltd. (TSMC)","No. 1 Keya 6th Road, Taichung, Taiwan",24.2136998,120.6172297,Taiwan,Taichung City
642,"Taiwan Semiconductor Manufacturing Co., Ltd. (TSMC)","No. 121 Park Avenue III, Hsinchu Science Park, Hsinchu, Taiwan",24.7823005,121.0062859,Taiwan,
643,"Taiwan Semiconductor Manufacturing Co., Ltd. (TSMC)","No. 1 Nan-Ke North Road, Tainan Science Park, Tainan, Taiwan",23.1015164,120.2819165,Taiwan,Tainan City
644,"Taiwan Semiconductor Manufacturing Co., Ltd. (TSMC)","101 Longyuan 6th Road, Longtan Dist, Taoyuan, Taiwan",24.8836369,121.1855573,Taiwan,Taoyuan City
645,"Taiwan Semiconductor Manufacturing Co., Ltd. (TSMC)","1-1 Nan-Ke North Road, Tainan Science Park, Tainan, Taiwan",22.9997281,120.2270277,Taiwan,Tainan City
646,"Taiwan Semiconductor Manufacturing Co., Ltd. (TSMC)","168 Park Avenue II, Hsinchu Science Park, Hsinchu, Taiwan",24.7823005,121.0062859,Taiwan,
647,"Taiyo Yuden Co., Ltd.","4026-22 Inanbar, Inami-cho, Hidaka-gun, Wakayama, Japan",33.8195617,135.2226666,Japan,Wakayama Prefecture
648,"Taiyo Yuden Co., Ltd.","197-8 Kamiyoshi, Kubiki-ku, Joetsu, Niigata, Japan",37.1823673,138.2877436,Japan,Niigata Prefecture
649,"Taiyo Yuden Co., Ltd.","Mactan Economic Zone, Lapulapu, Cebu, Philippines",10.3004067,123.9628086,Philippines,Central Visayas
650,"Taiyo Yuden Co., Ltd.","1988 Nakanojo, Nakanojo-machi, Agatsuma-gun, Gunma, Japan",36.58539,138.851446,Japan,
651,"Taiyo Yuden Co., Ltd.","1796-1 Kawai, Tamamura-machi, Sawa-gun, Gunma, Japan",36.2868123,139.1496797,Japan,Gunma Prefecture
652,"Taiyo Yuden Co., Ltd.","116 Bangji-Ri Sanam-Myun, Sachon, Gyeongsangnam-do, Korea",35.0653762,128.0623546,South Korea,Gyeongsangnam-do
653,"Taiyo Yuden Co., Ltd.","No. 13 Keji Dong Road, Shi Jie Town, Dongguan, Guangdong, China",23.09964,113.8131,China,Guangdong
654,"Taiyo Yuden Co., Ltd.","Lot 977, Block 12, Sama Jaya Free Industrial Zone, Kuching, Sarawak, Malaysia",1.5196032,110.4051689,Malaysia,Sarawak
655,"Taiyo Yuden Co., Ltd.","1-1 Chikumazawahigashi, Miyoshi-machi, Iruma-gun, Saitama, Japan",35.8221156,139.5517084,Japan,Saitama Prefecture
656,"Taiyo Yuden Co., Ltd.","43-1 Yawatabara-machi, Takasaki, Gunma, Japan",36.2889745,139.0971522,Japan,Gunma Prefecture
657,"Taiyo Yuden Co., Ltd.","6-16-3 Shinmachi, Ome-shi, Tokyo, Japan",35.7922133,139.3207087,Japan,Tōkyō-to
658,TDK Corp.,"1F, 9 Prosperity 1st Road, Hsinchu, Taiwan",24.8138287,120.9674798,Taiwan,
659,TDK Corp.,"1 West Industrial Road, North Industrial Park, SongShan Lake, Dongguan, Guangdong, China",22.8963606,113.8897043,China,
660,TDK Corp.,"No. 1 XingGang Road, ZhangWan Town, Ningde, Fujian, China",27.164832,120.42042,China,Fujian Sheng
661,TDK Corp.,"689 Zhen An Road, Conrad Hi-Tech Park, Changan Town, Dongguan, Guangdong, China",22.7846814,113.7993993,China,Guangdong Sheng
662,TDK Corp.,"130 Aza Juninomae, Konoura, Nikaho, Akita, Japan",39.2490592,139.9166822,Japan,Akita Prefecture
663,TDK Corp.,"99-19 Aza-Meiji, Oaza-Miyaumi, Sakata, Yamagata, Japan",38.9501269,139.8385333,Japan,Yamagata Prefecture
664,TDK Corp.,"146-1 Haraikawa, Ohuchi-Sankawa, Yurihonjo, Akita, Japan",39.4469921,140.1116705,Japan,Akita Prefecture
665,TDK Corp.,"97 Aza Aburada, Yamada, Tsuruoka, Yamagata, Japan",38.7595927,139.7945104,Japan,Yamagata Prefecture
666,TDK Corp.,"No. 16 Tonghe Rd, Pingdu City, Qingdao, Shandong, China",36.7386148,119.9368862,China,Shandong Sheng
667,TDK Corp.,"No. 68 West Huaihe Road, Dalian Economic & Technical Development Zone, Dalian, Liaoning, China",39.064331,121.789041,China,Liaoning Sheng
668,TDK Corp.,"No. 321-339 Tongi South Road, Jimei District, Xiamen, Fujian, China",23.9010413,90.40882230000001,Bangladesh,Dhaka Division
669,TDK Corp.,"160 Miyazawa, Minami Alps, Yamanashi, Japan",35.5843892,138.473624,Japan,Yamanashi Prefecture
670,TDK Corp.,"106-163, 2 Goto, Waga-machi, Kitakami, Iwate, Japan",39.2832196,141.04316,Japan,Iwate Prefecture
671,TDK Corp.,"1-6 Manganji, Yurihonjo-city, Yurihonjo, Akita, Japan",39.3848296,140.0560373,Japan,Akita-ken
672,TDK Corp.,"Lianfeng Lu, Free Trade Zone, Zhuhai, Guangdong, China",22.270978,113.576677,China,Guangdong
673,TDK Corp.,"2435 Alpine Road, Eau Claire, Wisconsin, USA",44.8393241,-91.53993,United States,Wisconsin
674,Texas Instruments Inc.,"2 Takaku-Kogyodanchi, Aizuwakamatsu, Fukushima, Japan",37.5404989,139.8766271,Japan,Fukushima Prefecture
675,Texas Instruments Inc.,"Haggertystrasse 1, Freising, Bavaria, Germany",48.39778,11.77214,Germany,Bayern
676,Texas Instruments Inc.,"2350 Kihara Miho-mura, Inashiki-gun, , Miho, Ibaraki, Japan",36.0222814,140.2940314,Japan,Ibaraki Prefecture
677,Texas Instruments Inc.,"3601 Alma Road, Richardson, Texas, USA",33.0015943,-96.71762059999999,United States,Texas
678,Texas Instruments Inc.,"13353 TI Blvd. Dock 3, Dallas, Texas, USA",32.9284972,-96.74914659999999,United States,Texas
679,Texas Instruments Inc.,"13353 TI Blvd. Dock 7, Dallas, Texas, USA",32.9256056,-96.7502493,United States,Texas
680,Texas Instruments Inc.,"Clark Freeport Zone, Gil Puyat Avenue, Angeles, Pampanga, Philippines",15.1869546,120.5367032,Philippines,
681,The Chemours Company,"Route 130, Salem, New Jersey, USA",39.6805546,-75.4924292,United States,New Jersey
682,The Chemours Company,"Baanhoekweg 22, Dordrecht, Netherlands",51.8153327,4.727121599999999,Netherlands,Zuid-Holland
683,The Chemours Company,"1201 Olmstead Lane, Cortland, Ohio, USA",41.3303342,-80.7253575,United States,Ohio
684,The Chemours Company,"7685 Kiln-DeLisle Road, Pass Christian, Massachusetts, USA",30.3819054,-89.309204,United States,Mississippi
685,The Chemours Company,"DuPont Road, New Johnsonville, Tennessee, USA",36.0384797,-87.97124749999999,United States,Tennessee
686,ThreeBond Group,"1252-1 Hattori, Osafune-cho, Setouchi, Okayama, Japan",34.6998316,134.0989843,Japan,
687,ThreeBond Group,"1-1 Oyama-cho, Midori-ku, Sagamihara, Kanagawa, Japan",35.5909158,139.3497595,Japan,Kanagawa Prefecture
688,TLG Investment (Hk) Ltd.,"No. 128 Xue Dian North Road, Wuxi, Jiangsu, China",31.518339,120.465937,China,Jiangsu Sheng
689,TLG Investment (Hk) Ltd.,"Plant 1-3 , No. 15 Lijiang Road, Wuxi New District, Wuxi, Jiangsu, China",31.494089,120.40105,China,Jiangsu Sheng
690,TLG Investment (Hk) Ltd.,"10th Jingba Road, Economic Development Zone, Dong Tai, Jiangsu, China",32.881011,120.3830219,China,Jiangsu Sheng
691,TLG Investment (Hk) Ltd.,"No. 8 (6-10) Changping Road, Huangdai Town, Xiangcheng District, Suzhou, Jiangsu, China",31.4254614,120.5007688,China,Jiangsu Sheng
692,TLG Investment (Hk) Ltd.,"Building A, FengMenAo Technology Park, FengMen Road, BanTian, LongGang District, Shenzhen, Guangdong, China",22.6652515,114.0656169,China,Guangdong Sheng
693,TLG Investment (Hk) Ltd.,"No. 2 Yuyuan Road No. 1, Yuyuan Indusctrial Park, Huang Jiang, Dongguan, Guangdong, China",22.892264,113.999078,China,Guangdong Sheng
694,TLG Investment (Hk) Ltd.,"No. 529 Siwei Road Economic Development Zone Chongzhou, Chengdu, Sichuan, China",30.58628719999999,103.7060978,China,Sichuan Sheng
695,TLG Investment (Hk) Ltd.,"No. 2988 Taidong Road, Huangdai Town, Xiangcheng District, Suzhou, Jiangsu, China",31.4353261,120.5931421,China,Jiangsu Sheng
696,TLG Investment (Hk) Ltd.,"Songgang Songfu Road, Manhole District, Sha Pu Wei Stone Leading East Park, Shenzhen, Guangdong, China",22.552017,114.525639,China,Guangdong
697,Toda Kogyo Corp.,"Hengdian Industrial Area Dongyang, China, Dongyang, Zhejiang, China",29.156074,120.287396,China,Zhejiang
698,Toda Kogyo Corp.,"1-4 Meiji-Shingai, Otake, Hiroshima, Japan",34.2379773,132.2224752,Japan,Hiroshima Prefecture
699,Toray International Inc.,"1-1 Sonoyama 1-chome, Otsu, Shiga, Japan",34.9781367,135.8924543,Japan,Shiga Prefecture
700,Toray International Inc.,"900-1, Oaza-Yasutsugu, Godo-cho, Anpachi Gun, Gifu, Japan",35.4293054,136.6056062,Japan,Gifu Prefecture
701,Toray International Inc.,"4845 Mishima, Mishima, Shizuoka, Japan",35.11840249999999,138.9185126,Japan,Shizuoka Prefecture
702,Toray International Inc.,"No. 19 Chen Jiang Avenue (South), Chen Jiang Street, Huizhou, Guangdong, China",23.015172,114.314261,China,Guangdong Sheng
703,Toshiba Corp.,"760, Oaza Kutsugawa, Buzen, Fukuoka, Japan",33.6205716,131.1459247,Japan,Fukuoka Prefecture
704,Toshiba Corp.,"1-1 Iwauchi-machi, Nomi, Ishikawa, Japan",36.4533237,136.5669125,Japan,
705,Toshiba Corp.,"300 Ikaruga, Taishi-cho, Ibo-Gun, Hyogo, Japan",34.8353855,134.5776657,Japan,Hyōgo Prefecture
706,Toshiba Corp.,"3500 Oaza Matsuoka, Oita, Japan",33.2395578,131.609272,Japan,Ōita Prefecture
